title;authors;year;publicationtitle;citationcount;doi;abstract;population;intervention;comparison;outcomes;context;checklater;include
Insights into the processes underlying the early fixation-based memory effect;['Charlotte Schwedes', 'Oliver C. Raufeisen', 'Dirk Wentura'];2020;ETRA '20 Short Papers: ACM Symposium on Eye Tracking Research and Applications;0;https://doi.org/10.1145/3379156.3391359;;0;0;0;0;0;0;0
Eye typing using word and letter prediction and a fixation algorithm;['I. Scott MacKenzie', 'Xuang Zhang'];2008;ETRA '08: Proceedings of the 2008 symposium on Eye tracking research & applications;56;https://doi.org/10.1145/1344471.1344484;;0;0;0;0;0;0;0
Intuitive visualization technique to support eye tracking data analysis: a user-study;['Vsevolod Peysakhovich', 'Christophe Hurter'];2018;ETVIS '18: Proceedings of the 3rd Workshop on Eye Tracking and Visualization;0;https://doi.org/10.1145/3205929.3205939;;0;0;0;0;0;0;0
Mono-glass for providing distance information for people losing sight in one eye;['Masahiro Toyoura', 'Kenji Kashiwagi', 'Atsushi Sugiura', 'Xiaoyang Mao'];2012;VRCAI '12: Proceedings of the 11th ACM SIGGRAPH International Conference on Virtual-Reality Continuum and its Applications in Industry;5;https://doi.org/10.1145/2407516.2407526;;0;0;0;0;0;0;0
Are 4 hands better than 2?: bimanual interaction for quadmanual user interfaces;['Paul Lubos', 'Gerd Bruder', 'Frank Steinicke'];2014;SUI '14: Proceedings of the 2nd ACM symposium on Spatial user interaction;5;https://doi.org/10.1145/2659766.2659782;;0;0;0;0;0;0;0
LiSee: A Headphone that Provides All-day Assistance for Blind and Low-vision Users to Reach Surrounding Objects;['Kaixin Chen', 'Yongzhi Huang', 'Yicong Chen', 'Haobin Zhong', 'Lihua Lin', 'Lu Wang', 'Kaishun Wu'];0;Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies (IMWUT), Volume 6, Issue 3;6;https://doi.org/10.1145/3550282;;0;0;0;0;0;0;0
Factors Affecting Mouse-Based 3D Selection in Desktop VR Systems;['Robert J. Teather', 'Wolfgang Stuerzlinger'];2015;SUI '15: Proceedings of the 3rd ACM Symposium on Spatial User Interaction;6;https://doi.org/10.1145/2788940.2788946;;0;0;0;0;0;0;0
The effect of cinematic cuts on human attention;['Christian Valuch', 'Ulrich Ansorge', 'Shelley Buchinger', 'Aniello Raffaele Patrone', 'Otmar Scherzer'];2014;TVX '14: Proceedings of the ACM International Conference on Interactive Experiences for TV and Online Video;7;https://doi.org/10.1145/2602299.2602307;;0;0;0;0;0;0;0
A comparison of night vision simulation methods for video;['Robert Wanat', 'Rafał K. Mantiuk'];2014;CVMP '14: Proceedings of the 11th European Conference on Visual Media Production;0;https://doi.org/10.1145/2668904.2668945;;0;0;0;0;0;0;0
Considerations for targets in 3D pointing experiments;['Wolfgang Stuerzlinger', 'Robert J. Teather'];2014;HCIK '15: Proceedings of HCI Korea;8;;;0;0;0;0;0;0;0
VR Interaction Concepts;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792822;;0;0;0;0;0;0;0
GazeRayCursor: Facilitating Virtual Reality Target Selection by Blending Gaze and Controller Raycasting;['Di Laura Chen', 'Marcello Giordano', 'Hrvoje Benko', 'Tovi Grossman', 'Stephanie Santosa'];2023;VRST '23: Proceedings of the 29th ACM Symposium on Virtual Reality Software and Technology;0;https://doi.org/10.1145/3611659.3615693;;0;0;0;0;0;0;0
Accuracy of Deictic Gestures to Support Telepresence on Wall-sized Displays;['Ignacio Avellino', 'Cédric Fleury', 'Michel Beaudouin-Lafon'];2015;CHI '15: Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems;10;https://doi.org/10.1145/2702123.2702448;;0;0;0;0;0;0;0
Improving search task performance using subtle gaze direction;['Ann McNamara', 'Reynold Bailey', 'Cindy Grimm'];2008;APGV '08: Proceedings of the 5th symposium on Applied perception in graphics and visualization;19;https://doi.org/10.1145/1394281.1394289;;0;0;0;0;0;0;0
Towards an EOG-based eye tracker for computer control;['David W. Patmore', 'R. Benjamin Knapp'];1998;Assets '98: Proceedings of the third international ACM conference on Assistive technologies;16;https://doi.org/10.1145/274497.274533;;0;0;0;0;0;0;0
Evaluating effects of listening to content with lip-sync animation on head mounted displays;['Naoya Isoyama', 'Tsutomu Terada', 'Masahiko Tsukamoto'];2017;UbiComp '17: Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers;0;https://doi.org/10.1145/3123024.3129265;;0;0;0;0;0;0;0
TrackStick: a data quality measuring tool for Tobii eye trackers;['Pieter Blignaut', 'Tanya Beelders'];2012;ETRA '12: Proceedings of the Symposium on Eye Tracking Research and Applications;6;https://doi.org/10.1145/2168556.2168619;;0;0;0;0;0;0;0
Transitioning to VR Content Creation;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792818;;0;0;0;0;0;0;0
Evaluation of Locomotion Techniques for Room-Scale VR: Joystick, Teleportation, and Redirected Walking;['Eike Langbehn', 'Paul Lubos', 'Frank Steinicke'];2018;VRIC '18: Proceedings of the Virtual Reality International Conference - Laval Virtual;98;https://doi.org/10.1145/3234253.3234291;;0;0;0;0;0;0;0
3D+2DTV: 3D displays with no ghosting for viewers without glasses;['Steven Scher', 'Jing Liu', 'Rajan Vaish', 'Prabath Gunawardane', 'James Davis'];0;ACM Transactions on Graphics (TOG), Volume 32, Issue 3;18;https://doi.org/10.1145/2487228.2487229;;0;0;0;0;0;0;0
Using Reflexive Eye Movements for Fast Challenge-Response Authentication;['Ivo Sluganovic', 'Marc Roeschlin', 'Kasper B. Rasmussen', 'Ivan Martinovic'];2016;CCS '16: Proceedings of the 2016 ACM SIGSAC Conference on Computer and Communications Security;53;https://doi.org/10.1145/2976749.2978311;;0;0;0;0;0;0;0
HPCGen: Hierarchical K-Means Clustering and Level Based Principal Components for Scan Path Genaration;['Wolfgang Fuhl', 'Enkelejda Kasneci'];2022;ETRA '22: 2022 Symposium on Eye Tracking Research and Applications;0;https://doi.org/10.1145/3517031.3529625;;0;0;0;0;0;0;0
Easy post-hoc spatial recalibration of eye tracking data;['Yunfeng Zhang', 'Anthony J. Hornof'];2014;ETRA '14: Proceedings of the Symposium on Eye Tracking Research and Applications;13;https://doi.org/10.1145/2578153.2578166;;0;0;0;0;0;0;0
GyroSuite: General-Purpose Interactions for Handheld Perspective Corrected Displays;['Thibault Louis', 'Jocelyne Troccaz', 'Amélie Rochet-Capellan', 'François Bérard'];2020;UIST '20: Proceedings of the 33rd Annual ACM Symposium on User Interface Software and Technology;2;https://doi.org/10.1145/3379337.3415893;;0;0;0;0;0;0;0
Pilot gaze and glideslope control;['Juno Kim', 'Stephen A. Palmisano', 'April Ash', 'Robert S. Allison'];0;ACM Transactions on Applied Perception (TAP), Volume 7, Issue 3;21;https://doi.org/10.1145/1773965.1773969;;0;0;0;0;0;0;0
The Effect of Latency on High Precision Micro Instructions in Mobile AR;['Varunyu Fuvattanasilp', 'Matjaž Kljun', 'Hirokazu Kato', 'Klen Čopič Pucihar'];2020;MobileHCI '20: 22nd International Conference on Human-Computer Interaction with Mobile Devices and Services;0;https://doi.org/10.1145/3406324.3410716;;0;0;0;0;0;0;0
Development and evaluation of a gaze feedback system integrated into eyetrace;['Kai Otto', 'Nora Castner', 'David Geisler', 'Enkelejda Kasneci'];2018;ETRA '18: Proceedings of the 2018 ACM Symposium on Eye Tracking Research & Applications;5;https://doi.org/10.1145/3204493.3204561;;0;0;0;0;0;0;0
Using psycho-physiological measures to assess task difficulty in software development;['Thomas Fritz', 'Andrew Begel', 'Sebastian C. Müller', 'Serap Yigit-Elliott', 'Manuela Züger'];2014;ICSE 2014: Proceedings of the 36th International Conference on Software Engineering;168;https://doi.org/10.1145/2568225.2568266;;0;0;0;0;0;0;0
TouchMover: actuated 3D touchscreen with haptic feedback;['Mike Sinclair', 'Michel Pahud', 'Hrvoje Benko'];2013;ITS '13: Proceedings of the 2013 ACM international conference on Interactive tabletops and surfaces;27;https://doi.org/10.1145/2512349.2512805;;0;0;0;0;0;0;0
Analysis of Peripheral Vision and Vibrotactile Feedback During Proximal Search Tasks with Dynamic Virtual Entities in Augmented Reality;['Kendra Richards', 'Nikhil Mahalanobis', 'Kangsoo Kim', 'Ryan Schubert', 'Myungho Lee', 'Salam Daher', 'Nahal Norouzi', 'Jason Hochreiter', 'Gerd Bruder', 'Greg Welch'];2019;SUI '19: Symposium on Spatial User Interaction;5;https://doi.org/10.1145/3357251.3357585;;0;0;0;0;0;0;0
Interactive Visual Calibration of Volumetric Head-Tracked 3D Displays;['Andrew John Wagemakers', 'Dylan Brodie Fafard', 'Ian Stavness'];2017;CHI '17: Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems;7;https://doi.org/10.1145/3025453.3025685;;0;0;0;0;0;0;0
Eye-Wearable Technology for Machine Maintenance: Effects of Display Position and Hands-free Operation;['Xianjun Sam Zheng', 'Cedric Foucault', 'Patrik Matos da Silva', 'Siddharth Dasari', 'Tao Yang', 'Stuart Goose'];2015;CHI '15: Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems;62;https://doi.org/10.1145/2702123.2702305;;0;0;0;0;0;0;0
Optical Marionette: Graphical Manipulation of Human's Walking Direction;['Akira Ishii', 'Ippei Suzuki', 'Shinji Sakamoto', 'Keita Kanai', 'Kazuki Takazawa', 'Hiraku Doi', 'Yoichi Ochiai'];2016;UIST '16: Proceedings of the 29th Annual Symposium on User Interface Software and Technology;10;https://doi.org/10.1145/2984511.2984545;;0;0;0;0;0;0;0
How does lighting direction affect shape perception of glossy and matte surfaces?;['Arthur Faisman', 'Michael S. Langer'];2013;SAP '13: Proceedings of the ACM Symposium on Applied Perception;3;https://doi.org/10.1145/2492494.2492502;;0;0;0;0;0;0;0
Voodoo dolls: seamless interaction at multiple scales in virtual environments;['Jeffrey S. Pierce', 'Brian C. Stearns', 'Randy Pausch'];1999;I3D '99: Proceedings of the 1999 symposium on Interactive 3D graphics;135;https://doi.org/10.1145/300523.300540;;0;0;0;0;0;0;0
Eyeboard++: an enhanced eye gaze-based text entry system in Hindi;['Sayan Sarcar', 'Prateek Panwar'];2013;APCHI '13: Proceedings of the 11th Asia Pacific Conference on Computer Human Interaction;8;https://doi.org/10.1145/2525194.2525304;;0;0;0;0;0;0;0
ManiGaze: a Dataset for Evaluating Remote Gaze Estimator in Object Manipulation Situations;['Remy Siegfried', 'Bozorgmehr Aminian', 'Jean-Marc Odobez'];2020;ETRA '20 Short Papers: ACM Symposium on Eye Tracking Research and Applications;2;https://doi.org/10.1145/3379156.3391369;;0;0;0;0;0;0;0
Interaction;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;1;https://doi.org/10.1145/2792790.2792820;;0;0;0;0;0;0;0
Example Interview Guidelines;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792836;;0;0;0;0;0;0;0
Perception: Design Guidelines;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792804;;0;0;0;0;0;0;0
Introduction and Background;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792792;;0;0;0;0;0;0;0
Reduced saliency of peripheral targets in gaze-contingent multi-resolutional displays: blended versus sharp boundary windows;['Eyal M. Reingold', 'Lester C. Loschky'];2002;ETRA '02: Proceedings of the 2002 symposium on Eye tracking research & applications;11;https://doi.org/10.1145/507072.507091;;0;0;0;0;0;0;0
Billiard instruction system for beginners with a projector-camera system;['Akira Suganuma', 'Yusuke Ogata', 'Atsushi Shimada', 'Daisaku Arita', 'Rin-ichiro Taniguchi'];2008;ACE '08: Proceedings of the 2008 International Conference on Advances in Computer Entertainment Technology;4;https://doi.org/10.1145/1501750.1501752;;0;0;0;0;0;0;0
Triggerwalking: a biomechanically-inspired locomotion user interface for efficient realistic virtual walking;['Bhuvaneswari Sarupuri', 'Simon Hoermann', 'Frank Steinicke', 'Robert W. Lindeman'];2017;SUI '17: Proceedings of the 5th Symposium on Spatial User Interaction;19;https://doi.org/10.1145/3131277.3132177;;0;0;0;0;0;0;0
Measuring Sickness;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792810;;0;0;0;0;0;0;0
The Basics: Design Guidelines;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792797;;0;0;0;0;0;0;0
Getting Started;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792834;;0;0;0;0;0;0;0
The Future Starts Now;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792832;;0;0;0;0;0;0;0
Iterative Design;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792826;;0;0;0;0;0;0;0
Example Questionnaire;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792835;;0;0;0;0;0;0;0
Content Creation;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;1;https://doi.org/10.1145/2792790.2792814;;0;0;0;0;0;0;0
A Scoping Review of Assistance and Therapy with Head-Mounted Displays for People Who Are Visually Impaired;['Yifan Li', 'Kangsoo Kim', 'Austin Erickson', 'Nahal Norouzi', 'Jonathan Jules', 'Gerd Bruder', 'Gregory F. Welch'];0;ACM Transactions on Accessible Computing (TACCESS), Volume 15, Issue 3;3;https://doi.org/10.1145/3522693;;0;0;0;0;0;0;0
1983 Acm annual conference: “Health and safety aspects of office automation - the European scene”;['Graham Briscoe'];1983;ACM '83: Proceedings of the 1983 annual conference on Computers : Extending the human resource;0;https://doi.org/10.1145/800173.809706;;0;0;0;0;0;0;0
A dataset of head and eye movements for 360° videos;['Erwan J. David', 'Jesús Gutiérrez', 'Antoine Coutrot', 'Matthieu Perreira Da Silva', 'Patrick Le Callet'];2018;MMSys '18: Proceedings of the 9th ACM Multimedia Systems Conference;112;https://doi.org/10.1145/3204949.3208139;;0;0;0;0;0;0;0
Perception of Space and Time;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;2;https://doi.org/10.1145/2792790.2792802;;0;0;0;0;0;0;0
A mixed reality head-mounted text translation system using eye gaze input;['Takumi Toyama', 'Daniel Sonntag', 'Andreas Dengel', 'Takahiro Matsuda', 'Masakazu Iwamura', 'Koichi Kise'];2014;IUI '14: Proceedings of the 19th international conference on Intelligent User Interfaces;21;https://doi.org/10.1145/2557500.2557528;;0;0;0;0;0;0;0
Perception;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792798;;0;0;0;0;0;0;0
A Dataset of Head and Eye Movements for 360 Degree Images;['Yashas Rai', 'Jesús Gutiérrez', 'Patrick Le Callet'];2017;MMSys'17: Proceedings of the 8th ACM on Multimedia Systems Conference;139;https://doi.org/10.1145/3083187.3083218;;0;0;0;0;0;0;0
Depth cues for augmented reality stakeout;['Volkert Jurgens', 'Andy Cockburn', 'Mark Billinghurst'];2006;CHINZ '06: Proceedings of the 7th ACM SIGCHI New Zealand chapter's international conference on Computer-human interaction: design centered HCI;5;https://doi.org/10.1145/1152760.1152775;;0;0;0;0;0;0;0
Basic components of a face-to-face interaction with a conversational agent: mutual attention and deixis;['Stephan Raidt', 'Gérard Bailly', 'Frédéric Elisei'];2005;sOc-EUSAI '05: Proceedings of the 2005 joint conference on Smart objects and ambient intelligence: innovative context-aware services: usages and technologies;2;https://doi.org/10.1145/1107548.1107610;;0;0;0;0;0;0;0
Adverse Health Effects;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792805;;0;0;0;0;0;0;0
Adverse Health Effects: Design Guidelines;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792813;;0;0;0;0;0;0;0
Examples of Reducing Adverse Effects;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792812;;0;0;0;0;0;0;0
Immerson, Presence, and Reality Trade-Offs;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;1;https://doi.org/10.1145/2792790.2792796;;0;0;0;0;0;0;0
A History of VR;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;1;https://doi.org/10.1145/2792790.2792794;;0;0;0;0;0;0;0
What is Virtual Reality;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;6;https://doi.org/10.1145/2792790.2792793;;0;0;0;0;0;0;0
Affecting Behavior;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792817;;0;0;0;0;0;0;0
Philosophy of Iterative Design;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792827;;0;0;0;0;0;0;0
Content Creation: Design Guidelines;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;1;https://doi.org/10.1145/2792790.2792819;;0;0;0;0;0;0;0
Hardware Challenges;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792808;;0;0;0;0;0;0;0
Eye Strain, Seizures, and Aftereffects;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;1;https://doi.org/10.1145/2792790.2792807;;0;0;0;0;0;0;0
Is the Pen Mightier than the Controller? A Comparison of Input Devices for Selection in Virtual and Augmented Reality;['Duc-Minh Pham', 'Wolfgang Stuerzlinger'];2019;VRST '19: Proceedings of the 25th ACM Symposium on Virtual Reality Software and Technology;57;https://doi.org/10.1145/3359996.3364264;;0;0;0;0;0;0;0
Eye Movements in Extended Tasks: Analyses of Ambient/Focal Attention with Coefficient K;['Yuxuan Guo', 'Sebastian Pannasch', 'Jens R. Helmert'];2022;ETRA '22: 2022 Symposium on Eye Tracking Research and Applications;0;https://doi.org/10.1145/3517031.3529630;;0;0;0;0;0;0;0
SaccadeMachine: software for analyzing saccade tests (anti-saccade and pro-saccade);['Diako Mardanbegi', 'Thomas Wilcockson', 'Pete Sawyer', 'Hans Gellersen', 'Trevor Crawford'];2019;ETRA '19: Proceedings of the 11th ACM Symposium on Eye Tracking Research & Applications;2;https://doi.org/10.1145/3317956.3318148;;0;0;0;0;0;0;0
Virtual Head-up Displays for Augmented Reality in Cars: a User Testing to Validate the Congruence;['Sabine Langlois', 'Thomas NGuyen That', 'Pierre Mermillod'];2016;ECCE '16: Proceedings of the European Conference on Cognitive Ergonomics;7;https://doi.org/10.1145/2970930.2970946;;0;0;0;0;0;0;0
JackIn: integrating first-person view with out-of-body vision generation for human-human augmentation;['Shunichi Kasahara', 'Jun Rekimoto'];2014;AH '14: Proceedings of the 5th Augmented Human International Conference;89;https://doi.org/10.1145/2582051.2582097;;0;0;0;0;0;0;0
Effects of Lateral Eye Displacement on Comfort While Reading from a Video Display Terminal;['Malcolm Haynes', 'Thad Starner'];0;Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies (IMWUT), Volume 1, Issue 4;4;https://doi.org/10.1145/3161177;;0;0;0;0;0;0;0
Visual Transitions around Tabletops in Mixed Reality: Study on a Visual Acquisition Task between Vertical Virtual Displays and Horizontal Tabletops;['Gary Perelman', 'Emmanuel Dubois', 'Alice Probst', 'Marcos Serrano'];0;Proceedings of the ACM on Human-Computer Interaction (PACMHCI), Volume 6, Issue ISS;1;https://doi.org/10.1145/3567738;;0;0;0;0;0;0;0
Perceptually-guided foveation for light field displays;['Qi Sun', 'Fu-Chung Huang', 'Joohwan Kim', 'Li-Yi Wei', 'David Luebke', 'Arie Kaufman'];0;ACM Transactions on Graphics (TOG), Volume 36, Issue 6;47;https://doi.org/10.1145/3130800.3130807;;0;0;0;0;0;0;0
Awareness to improve interaction: design of distance learning environment;['Moonyati Yatid', 'Masahiro Takatsuka'];2011;OzCHI '11: Proceedings of the 23rd Australian Computer-Human Interaction Conference;1;https://doi.org/10.1145/2071536.2071587;;0;0;0;0;0;0;0
Augmenting 3D interactions with haptic guide in a large scale virtual environment;['Sehat Ullah', 'Nassima Ouramdane', 'Samir Otmane', 'Paul Richard', 'Frédéric Davesne', 'Malik Mallem'];2008;VRCAI '08: Proceedings of The 7th ACM SIGGRAPH International Conference on Virtual-Reality Continuum and Its Applications in Industry;4;https://doi.org/10.1145/1477862.1477891;;0;0;0;0;0;0;0
What's Going Ön?: An Experiential Approach to Perspective Taking in Urban Planning through Virtual Reality;['Sam van der Horst', 'Jeroen Peeters'];2021;TEI '21: Proceedings of the Fifteenth International Conference on Tangible, Embedded, and Embodied Interaction;4;https://doi.org/10.1145/3430524.3446068;;0;0;0;0;0;0;0
High-Level Concepts of Content Creation;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792815;;0;0;0;0;0;0;0
Summary of Factors That Contribute to Adverse Effects;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792811;;0;0;0;0;0;0;0
Input Devices;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792823;;0;0;0;0;0;0;0
An Overview of Various Realities;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792795;;0;0;0;0;0;0;0
Human-Centered Interaction;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792821;;0;0;0;0;0;0;0
Objective and Subjective Reality;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792799;;0;0;0;0;0;0;0
Environmental Design;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;1;https://doi.org/10.1145/2792790.2792816;;0;0;0;0;0;0;0
The Present and Future State of VR;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792833;;0;0;0;0;0;0;0
Iterative Design: Design Guidelines;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792831;;0;0;0;0;0;0;0
Latency;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792809;;0;0;0;0;0;0;0
Motion Sickness;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792806;;0;0;0;0;0;0;0
Interaction: Design Guidelines;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792825;;0;0;0;0;0;0;0
Perceptual Models and Processes;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792800;;0;0;0;0;0;0;0
A Method for Wearable Projector Selection that Considers the Viewability of Projected Images;['Shuhei Ota', 'Yoshinari Takegawa', 'Tsutomu Terada', 'Masahiko Tsukamoto'];2010;Computers in Entertainment (CIE), Volume 8, Issue 3;12;https://doi.org/10.1145/1902593.1902596;;0;0;0;0;0;0;0
Attention-aware rendering, mobile graphics and games;['Ann McNamara', 'Katerina Mania', 'George Koulieris', 'Laurent Itti'];2014;SIGGRAPH '14: ACM SIGGRAPH 2014 Courses;7;https://doi.org/10.1145/2614028.2615416;;0;0;0;0;0;0;0
FOLLOW-ME: a new 3D interaction technique based on virtual guides and granularity of interaction;['Nassima Ouramdane', 'Samir Otmane', 'Frédéric Davesne', 'Malik Mallem'];2006;VRCIA '06: Proceedings of the 2006 ACM international conference on Virtual reality continuum and its applications;15;https://doi.org/10.1145/1128923.1128945;;0;0;0;0;0;0;0
Looking for opportunistic discovery of information in recent biomedical research: a content analysis;['Carla M. Allen', 'Sanda Erdelez', 'Miroslav Marinov'];2013;ASIST '13: Proceedings of the 76th ASIS&T Annual Meeting: Beyond the Cloud: Rethinking Information Boundaries;2;;;0;0;0;0;0;0;0
Perceptual Stability, Attention, and Action;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792803;;0;0;0;0;0;0;0
IntenSelect: using dynamic object rating for assisting 3D object selection;['Gerwin de Haan', 'Michal Koutek', 'Frits H. Post'];2005;EGVE'05: Proceedings of the 11th Eurographics conference on Virtual Environments;12;;;0;0;0;0;0;0;0
Search task performance using subtle gaze direction with the presence of distractions;['Ann McNamara', 'Reynold Bailey', 'Cindy Grimm'];0;ACM Transactions on Applied Perception (TAP), Volume 6, Issue 3;24;https://doi.org/10.1145/1577755.1577760;;0;0;0;0;0;0;0
The Define Stage;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792828;;0;0;0;0;0;0;0
Glossary;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792837;;0;0;0;0;0;0;0
Visual attention in spoken human-robot interaction;['Maria Staudte', 'Matthew W. Crocker'];2009;HRI '09: Proceedings of the 4th ACM/IEEE international conference on Human robot interaction;63;https://doi.org/10.1145/1514095.1514111;;0;0;0;0;0;0;0
Warping Deixis: Distorting Gestures to Enhance Collaboration;['Maurício Sousa', 'Rafael Kufner dos Anjos', 'Daniel Mendes', 'Mark Billinghurst', 'Joaquim Jorge'];2019;CHI '19: Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems;15;https://doi.org/10.1145/3290605.3300838;;0;0;0;0;0;0;0
Guidelines for 3D positioning techniques;['Robert J. Teather', 'Wolfgang Stuerzlinger'];2007;Future Play '07: Proceedings of the 2007 conference on Future Play;35;https://doi.org/10.1145/1328202.1328214;;0;0;0;0;0;0;0
Preface, Overview;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792791;;0;0;0;0;0;0;0
Perceptual Modalities;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792801;;0;0;0;0;0;0;0
Evaluation of Appearance-Based Methods and Implications for Gaze-Based Applications;['Xucong Zhang', 'Yusuke Sugano', 'Andreas Bulling'];2019;CHI '19: Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems;58;https://doi.org/10.1145/3290605.3300646;;0;0;0;0;0;0;0
Immersive Virtual Reality Simulations of Bionic Vision;['Justin Kasowski', 'Michael Beyeler'];2022;AHs '22: Proceedings of the Augmented Humans International Conference 2022;3;https://doi.org/10.1145/3519391.3522752;;0;0;0;0;0;0;0
EyeSee3D 2.0: model-based real-time analysis of mobile eye-tracking in static and dynamic three-dimensional scenes;['Thies Pfeiffer', 'Patrick Renner', 'Nadine Pfeiffer-Leßmann'];2016;ETRA '16: Proceedings of the Ninth Biennial ACM Symposium on Eye Tracking Research & Applications;26;https://doi.org/10.1145/2857491.2857532;;0;0;0;0;0;0;0
The Make Stage;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792829;;0;0;0;0;0;0;0
The Learn Stage;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792830;;0;0;0;0;0;0;0
